symbol,raw_lattice_anchor_ts_utc,interval_code,sensitivity_mode,selection_status,selected_template_time_shift_days,template_time_shift_days,effective_schedule_origin_ts_utc,marker_sequence_index,marker_set,marker_ratio,marker_code,marker_kind,expected_ts_utc,observed_candle_open_ts_utc,observed_price,marker_residual_hours,matched,first_lift_above_origin_reference,first_dip_below_first_lift,second_peak_above_first_dip,second_dip_below_second_peak,second_dip_higher_than_first_dip,ignition_above_second_dip,pulse_above_ignition,pulse_above_second_peak,second_peak_retests_first_lift_within_2p5pct
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,1.0,2024-10-14T00:00:00Z,2,BASE,0.382,FIRST_DIP_LOW,LOW,2024-10-22T00:31:40Z,2024-10-22T00:00:00Z,61491.0,0.0,True,True,True,True,True,True,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,1.0,2024-10-14T00:00:00Z,3,BASE,0.5,SECOND_PEAK_RETEST_HIGH,HIGH,2024-10-24T12:00:00Z,2024-10-24T00:00:00Z,63536.0,0.0,True,True,True,True,True,True,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,1.0,2024-10-14T00:00:00Z,4,BASE,0.618,SECOND_DIP_HIGHER_LOW,LOW,2024-10-26T23:28:19Z,2024-10-26T00:00:00Z,61564.0,0.0,True,True,True,True,True,True,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,1.0,2024-10-14T00:00:00Z,5,BASE,0.786,IGNITION_PRE_SPIKE,HIGH,2024-10-30T12:08:38Z,2024-10-30T00:00:00Z,67200.0,0.0,True,True,True,True,True,True,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,1.0,2024-10-14T00:00:00Z,6,BASE,1.0,MAIN_PULSE_TP_HIGH,HIGH,2024-11-04T00:00:00Z,2024-11-03T00:00:00Z,64178.0,0.0,True,True,True,True,True,True,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,2.0,2024-10-15T00:00:00Z,1,BASE,0.236,FIRST_LIFT_HIGH,HIGH,2024-10-19T22:56:38Z,2024-10-19T00:00:00Z,63143.0,0.0,True,True,True,True,True,True,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,2.0,2024-10-15T00:00:00Z,2,BASE,0.382,FIRST_DIP_LOW,LOW,2024-10-23T00:31:40Z,2024-10-23T00:00:00Z,60464.0,0.0,True,True,True,True,True,True,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,2.0,2024-10-15T00:00:00Z,3,BASE,0.5,SECOND_PEAK_RETEST_HIGH,HIGH,2024-10-25T12:00:00Z,2024-10-25T00:00:00Z,63425.0,0.0,True,True,True,True,True,True,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,2.0,2024-10-15T00:00:00Z,4,BASE,0.618,SECOND_DIP_HIGHER_LOW,LOW,2024-10-27T23:28:19Z,2024-10-27T00:00:00Z,62001.0,0.0,True,True,True,True,True,True,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,2.0,2024-10-15T00:00:00Z,5,BASE,0.786,IGNITION_PRE_SPIKE,HIGH,2024-10-31T12:08:38Z,2024-10-31T00:00:00Z,66859.0,0.0,True,True,True,True,True,True,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,2.0,2024-10-15T00:00:00Z,6,BASE,1.0,MAIN_PULSE_TP_HIGH,HIGH,2024-11-05T00:00:00Z,2024-11-04T00:00:00Z,63823.0,0.0,True,True,True,True,True,True,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,-2.0,2024-10-11T00:00:00Z,1,BASE,0.236,FIRST_LIFT_HIGH,HIGH,2024-10-15T22:56:38Z,2024-10-15T00:00:00Z,62092.0,0.0,True,True,True,True,True,False,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,-2.0,2024-10-11T00:00:00Z,2,BASE,0.382,FIRST_DIP_LOW,LOW,2024-10-19T00:31:40Z,2024-10-18T00:00:00Z,61960.0,0.528,True,True,True,True,True,False,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,-2.0,2024-10-11T00:00:00Z,3,BASE,0.5,SECOND_PEAK_RETEST_HIGH,HIGH,2024-10-21T12:00:00Z,2024-10-21T00:00:00Z,63795.0,0.0,True,True,True,True,True,False,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,-2.0,2024-10-11T00:00:00Z,4,BASE,0.618,SECOND_DIP_HIGHER_LOW,LOW,2024-10-23T23:28:19Z,2024-10-23T00:00:00Z,60464.0,0.0,True,True,True,True,True,False,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,-2.0,2024-10-11T00:00:00Z,5,BASE,0.786,IGNITION_PRE_SPIKE,HIGH,2024-10-27T12:08:38Z,2024-10-27T00:00:00Z,63208.0,0.0,True,True,True,True,True,False,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,-2.0,2024-10-11T00:00:00Z,6,BASE,1.0,MAIN_PULSE_TP_HIGH,HIGH,2024-11-01T00:00:00Z,2024-10-31T00:00:00Z,66859.0,0.0,True,True,True,True,True,False,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,5.0,2024-10-18T00:00:00Z,1,BASE,0.236,FIRST_LIFT_HIGH,HIGH,2024-10-22T22:56:38Z,2024-10-22T00:00:00Z,62753.0,0.0,True,False,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,5.0,2024-10-18T00:00:00Z,2,BASE,0.382,FIRST_DIP_LOW,LOW,2024-10-26T00:31:40Z,2024-10-26T00:00:00Z,61564.0,0.0,True,False,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,5.0,2024-10-18T00:00:00Z,3,BASE,0.5,SECOND_PEAK_RETEST_HIGH,HIGH,2024-10-28T12:00:00Z,2024-10-28T00:00:00Z,64876.0,0.0,True,False,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,5.0,2024-10-18T00:00:00Z,4,BASE,0.618,SECOND_DIP_HIGHER_LOW,LOW,2024-10-30T23:28:19Z,2024-10-31T00:00:00Z,63957.0,0.528,True,False,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,5.0,2024-10-18T00:00:00Z,5,BASE,0.786,IGNITION_PRE_SPIKE,HIGH,2024-11-03T12:08:38Z,2024-11-03T00:00:00Z,64178.0,0.0,True,False,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,5.0,2024-10-18T00:00:00Z,6,BASE,1.0,MAIN_PULSE_TP_HIGH,HIGH,2024-11-08T00:00:00Z,2024-11-07T00:00:00Z,71200.0,0.0,True,False,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,10.0,2024-10-23T00:00:00Z,1,BASE,0.236,FIRST_LIFT_HIGH,HIGH,2024-10-27T22:56:38Z,2024-10-28T00:00:00Z,64876.0,1.056,True,True,True,True,True,False,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,10.0,2024-10-23T00:00:00Z,2,BASE,0.382,FIRST_DIP_LOW,LOW,2024-10-31T00:31:40Z,2024-10-31T00:00:00Z,63957.0,0.0,True,True,True,True,True,False,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,10.0,2024-10-23T00:00:00Z,3,BASE,0.5,SECOND_PEAK_RETEST_HIGH,HIGH,2024-11-02T12:00:00Z,2024-11-02T00:00:00Z,64580.0,0.0,True,True,True,True,True,False,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,10.0,2024-10-23T00:00:00Z,4,BASE,0.618,SECOND_DIP_HIGHER_LOW,LOW,2024-11-04T23:28:19Z,2024-11-04T00:00:00Z,61433.0,0.0,True,True,True,True,True,False,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,10.0,2024-10-23T00:00:00Z,5,BASE,0.786,IGNITION_PRE_SPIKE,HIGH,2024-11-08T12:08:38Z,2024-11-08T00:00:00Z,72100.0,0.0,True,True,True,True,True,False,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,10.0,2024-10-23T00:00:00Z,6,BASE,1.0,MAIN_PULSE_TP_HIGH,HIGH,2024-11-13T00:00:00Z,2024-11-12T00:00:00Z,84387.0,0.0,True,True,True,True,True,False,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,-9.0,2024-10-04T00:00:00Z,1,BASE,0.236,FIRST_LIFT_HIGH,HIGH,2024-10-08T22:56:38Z,2024-10-08T00:00:00Z,57562.0,0.0,True,True,True,True,True,True,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,-9.0,2024-10-04T00:00:00Z,2,BASE,0.382,FIRST_DIP_LOW,LOW,2024-10-12T00:31:40Z,2024-10-12T00:00:00Z,57097.0,0.0,True,True,True,True,True,True,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,-9.0,2024-10-04T00:00:00Z,3,BASE,0.5,SECOND_PEAK_RETEST_HIGH,HIGH,2024-10-14T12:00:00Z,2024-10-15T00:00:00Z,62092.0,12.0,True,True,True,True,True,True,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,-9.0,2024-10-04T00:00:00Z,4,BASE,0.618,SECOND_DIP_HIGHER_LOW,LOW,2024-10-16T23:28:19Z,2024-10-16T00:00:00Z,61238.0,0.0,True,True,True,True,True,True,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,-9.0,2024-10-04T00:00:00Z,5,BASE,0.786,IGNITION_PRE_SPIKE,HIGH,2024-10-20T12:08:38Z,2024-10-20T00:00:00Z,63683.0,0.0,True,True,True,True,True,True,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,-9.0,2024-10-04T00:00:00Z,6,BASE,1.0,MAIN_PULSE_TP_HIGH,HIGH,2024-10-25T00:00:00Z,2024-10-24T00:00:00Z,63536.0,0.0,True,True,True,True,True,True,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,0.0,2024-10-13T00:00:00Z,1,BASE,0.236,FIRST_LIFT_HIGH,HIGH,2024-10-17T22:56:38Z,2024-10-17T00:00:00Z,62446.0,0.0,True,True,True,True,True,False,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,0.0,2024-10-13T00:00:00Z,2,BASE,0.382,FIRST_DIP_LOW,LOW,2024-10-21T00:31:40Z,2024-10-21T00:00:00Z,61644.0,0.0,True,True,True,True,True,False,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,0.0,2024-10-13T00:00:00Z,3,BASE,0.5,SECOND_PEAK_RETEST_HIGH,HIGH,2024-10-23T12:00:00Z,2024-10-23T00:00:00Z,62427.0,0.0,True,True,True,True,True,False,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,0.0,2024-10-13T00:00:00Z,4,BASE,0.618,SECOND_DIP_HIGHER_LOW,LOW,2024-10-25T23:28:19Z,2024-10-25T00:00:00Z,60750.0,0.0,True,True,True,True,True,False,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,0.0,2024-10-13T00:00:00Z,5,BASE,0.786,IGNITION_PRE_SPIKE,HIGH,2024-10-29T12:08:38Z,2024-10-29T00:00:00Z,67974.0,0.0,True,True,True,True,True,False,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,0.0,2024-10-13T00:00:00Z,6,BASE,1.0,MAIN_PULSE_TP_HIGH,HIGH,2024-11-03T00:00:00Z,2024-11-02T00:00:00Z,64580.0,0.0,True,True,True,True,True,False,True,False,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,9.0,2024-10-22T00:00:00Z,1,BASE,0.236,FIRST_LIFT_HIGH,HIGH,2024-10-26T22:56:38Z,2024-10-26T00:00:00Z,62447.0,0.0,True,True,False,True,True,False,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,9.0,2024-10-22T00:00:00Z,2,BASE,0.382,FIRST_DIP_LOW,LOW,2024-10-30T00:31:40Z,2024-10-30T00:00:00Z,65891.0,0.0,True,True,False,True,True,False,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,9.0,2024-10-22T00:00:00Z,3,BASE,0.5,SECOND_PEAK_RETEST_HIGH,HIGH,2024-11-01T12:00:00Z,2024-11-01T00:00:00Z,65958.0,0.0,True,True,False,True,True,False,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,9.0,2024-10-22T00:00:00Z,4,BASE,0.618,SECOND_DIP_HIGHER_LOW,LOW,2024-11-03T23:28:19Z,2024-11-03T00:00:00Z,62391.0,0.0,True,True,False,True,True,False,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,9.0,2024-10-22T00:00:00Z,5,BASE,0.786,IGNITION_PRE_SPIKE,HIGH,2024-11-07T12:08:38Z,2024-11-07T00:00:00Z,71200.0,0.0,True,True,False,True,True,False,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,STRICT,UNIQUE_TOP_CANDIDATE,7.0,9.0,2024-10-22T00:00:00Z,6,BASE,1.0,MAIN_PULSE_TP_HIGH,HIGH,2024-11-12T00:00:00Z,2024-11-11T00:00:00Z,83086.0,0.0,True,True,False,True,True,False,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,7.0,2024-10-20T00:00:00Z,1,BASE,0.236,FIRST_LIFT_HIGH,HIGH,2024-10-24T22:56:38Z,2024-10-24T00:00:00Z,63536.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,7.0,2024-10-20T00:00:00Z,2,BASE,0.382,FIRST_DIP_LOW,LOW,2024-10-28T00:31:40Z,2024-10-28T00:00:00Z,62631.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,7.0,2024-10-20T00:00:00Z,3,BASE,0.5,SECOND_PEAK_RETEST_HIGH,HIGH,2024-10-30T12:00:00Z,2024-10-30T00:00:00Z,67200.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,7.0,2024-10-20T00:00:00Z,4,BASE,0.618,SECOND_DIP_HIGHER_LOW,LOW,2024-11-01T23:28:19Z,2024-11-01T00:00:00Z,63250.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,7.0,2024-10-20T00:00:00Z,5,BASE,0.786,IGNITION_PRE_SPIKE,HIGH,2024-11-05T12:08:38Z,2024-11-05T00:00:00Z,64658.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,7.0,2024-10-20T00:00:00Z,6,BASE,1.0,MAIN_PULSE_TP_HIGH,HIGH,2024-11-10T00:00:00Z,2024-11-09T00:00:00Z,71743.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,8.0,2024-10-21T00:00:00Z,1,BASE,0.236,FIRST_LIFT_HIGH,HIGH,2024-10-25T22:56:38Z,2024-10-25T00:00:00Z,63425.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,8.0,2024-10-21T00:00:00Z,2,BASE,0.382,FIRST_DIP_LOW,LOW,2024-10-29T00:31:40Z,2024-10-28T00:00:00Z,62631.0,0.528,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,8.0,2024-10-21T00:00:00Z,3,BASE,0.5,SECOND_PEAK_RETEST_HIGH,HIGH,2024-10-31T12:00:00Z,2024-10-31T00:00:00Z,66859.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,8.0,2024-10-21T00:00:00Z,4,BASE,0.618,SECOND_DIP_HIGHER_LOW,LOW,2024-11-02T23:28:19Z,2024-11-02T00:00:00Z,63800.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,8.0,2024-10-21T00:00:00Z,5,BASE,0.786,IGNITION_PRE_SPIKE,HIGH,2024-11-06T12:08:38Z,2024-11-06T00:00:00Z,71055.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,8.0,2024-10-21T00:00:00Z,6,BASE,1.0,MAIN_PULSE_TP_HIGH,HIGH,2024-11-11T00:00:00Z,2024-11-10T00:00:00Z,75450.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,-7.0,2024-10-06T00:00:00Z,1,BASE,0.236,FIRST_LIFT_HIGH,HIGH,2024-10-10T22:56:38Z,2024-10-11T00:00:00Z,57964.0,1.056,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,-7.0,2024-10-06T00:00:00Z,2,BASE,0.382,FIRST_DIP_LOW,LOW,2024-10-14T00:31:40Z,2024-10-14T00:00:00Z,57127.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,-7.0,2024-10-06T00:00:00Z,3,BASE,0.5,SECOND_PEAK_RETEST_HIGH,HIGH,2024-10-16T12:00:00Z,2024-10-16T00:00:00Z,62721.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,-7.0,2024-10-06T00:00:00Z,4,BASE,0.618,SECOND_DIP_HIGHER_LOW,LOW,2024-10-18T23:28:19Z,2024-10-18T00:00:00Z,61960.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,-7.0,2024-10-06T00:00:00Z,5,BASE,0.786,IGNITION_PRE_SPIKE,HIGH,2024-10-22T12:08:38Z,2024-10-22T00:00:00Z,62753.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,-7.0,2024-10-06T00:00:00Z,6,BASE,1.0,MAIN_PULSE_TP_HIGH,HIGH,2024-10-27T00:00:00Z,2024-10-27T00:00:00Z,63208.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,-3.0,2024-10-10T00:00:00Z,1,BASE,0.236,FIRST_LIFT_HIGH,HIGH,2024-10-14T22:56:38Z,2024-10-15T00:00:00Z,62092.0,1.056,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,-3.0,2024-10-10T00:00:00Z,2,BASE,0.382,FIRST_DIP_LOW,LOW,2024-10-18T00:31:40Z,2024-10-17T00:00:00Z,61361.0,0.528,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,-3.0,2024-10-10T00:00:00Z,3,BASE,0.5,SECOND_PEAK_RETEST_HIGH,HIGH,2024-10-20T12:00:00Z,2024-10-20T00:00:00Z,63683.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,-3.0,2024-10-10T00:00:00Z,4,BASE,0.618,SECOND_DIP_HIGHER_LOW,LOW,2024-10-22T23:28:19Z,2024-10-22T00:00:00Z,61491.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,-3.0,2024-10-10T00:00:00Z,5,BASE,0.786,IGNITION_PRE_SPIKE,HIGH,2024-10-26T12:08:38Z,2024-10-26T00:00:00Z,62447.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,-3.0,2024-10-10T00:00:00Z,6,BASE,1.0,MAIN_PULSE_TP_HIGH,HIGH,2024-10-31T00:00:00Z,2024-10-30T00:00:00Z,67200.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,6.0,2024-10-19T00:00:00Z,1,BASE,0.236,FIRST_LIFT_HIGH,HIGH,2024-10-23T22:56:38Z,2024-10-24T00:00:00Z,63536.0,1.056,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,6.0,2024-10-19T00:00:00Z,2,BASE,0.382,FIRST_DIP_LOW,LOW,2024-10-27T00:31:40Z,2024-10-27T00:00:00Z,62001.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,6.0,2024-10-19T00:00:00Z,3,BASE,0.5,SECOND_PEAK_RETEST_HIGH,HIGH,2024-10-29T12:00:00Z,2024-10-29T00:00:00Z,67974.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,6.0,2024-10-19T00:00:00Z,4,BASE,0.618,SECOND_DIP_HIGHER_LOW,LOW,2024-10-31T23:28:19Z,2024-11-01T00:00:00Z,63250.0,0.528,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,6.0,2024-10-19T00:00:00Z,5,BASE,0.786,IGNITION_PRE_SPIKE,HIGH,2024-11-04T12:08:38Z,2024-11-04T00:00:00Z,63823.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,6.0,2024-10-19T00:00:00Z,6,BASE,1.0,MAIN_PULSE_TP_HIGH,HIGH,2024-11-09T00:00:00Z,2024-11-08T00:00:00Z,72100.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,-8.0,2024-10-05T00:00:00Z,1,BASE,0.236,FIRST_LIFT_HIGH,HIGH,2024-10-09T22:56:38Z,2024-10-09T00:00:00Z,57000.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,-8.0,2024-10-05T00:00:00Z,2,BASE,0.382,FIRST_DIP_LOW,LOW,2024-10-13T00:31:40Z,2024-10-13T00:00:00Z,56584.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,-8.0,2024-10-05T00:00:00Z,3,BASE,0.5,SECOND_PEAK_RETEST_HIGH,HIGH,2024-10-15T12:00:00Z,2024-10-15T00:00:00Z,62092.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,-8.0,2024-10-05T00:00:00Z,4,BASE,0.618,SECOND_DIP_HIGHER_LOW,LOW,2024-10-17T23:28:19Z,2024-10-17T00:00:00Z,61361.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,-8.0,2024-10-05T00:00:00Z,5,BASE,0.786,IGNITION_PRE_SPIKE,HIGH,2024-10-21T12:08:38Z,2024-10-22T00:00:00Z,62753.0,11.856,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,-8.0,2024-10-05T00:00:00Z,6,BASE,1.0,MAIN_PULSE_TP_HIGH,HIGH,2024-10-26T00:00:00Z,2024-10-25T00:00:00Z,63425.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,-10.0,2024-10-03T00:00:00Z,1,BASE,0.236,FIRST_LIFT_HIGH,HIGH,2024-10-07T22:56:38Z,2024-10-07T00:00:00Z,58710.0,0.0,True,True,True,True,True,True,True,True,True,True
BTC,2024-10-13T00:00:00Z,1d,NORMAL,UNIQUE_TOP_CANDIDATE,7.0,-10.0,2024-10-03T00:00:00Z,2,BASE,0.382,FIRST_DIP_LOW,LOW,2024-10-11T00:31:40Z,2024-10-11T00:00:00Z,54926.0,0.0,True,True,True,True,True,True,True,True,True,True
